"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"TTC","Toro Company (The)","77.08","$4.22B","n/a","Capital Goods","Tools/Hardware","http://www.nasdaq.com/symbol/ttc",
"TD","Toronto Dominion Bank (The)","41.19","$76.46B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/td",
"NDP","Tortoise Energy Independence Fund, Inc.","12.92","$187.55M","2012","n/a","n/a","http://www.nasdaq.com/symbol/ndp",
"TYG","Tortoise Energy Infrastructure Corporation","25.41","$719.01M","2004","n/a","n/a","http://www.nasdaq.com/symbol/tyg",
"TYG^B","Tortoise Energy Infrastructure Corporation","10.05","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tyg^b",
"TYG^C","Tortoise Energy Infrastructure Corporation","10.14","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tyg^c",
"NTG","Tortoise MLP Fund, Inc.","16.05","$754.35M","2010","n/a","n/a","http://www.nasdaq.com/symbol/ntg",
"TTP","Tortoise Pipeline & Energy Fund, Inc.","17.04","$170.68M","2011","n/a","n/a","http://www.nasdaq.com/symbol/ttp",
"TPZ","Tortoise Power and Energy Infrastructure Fund, Inc","18.02","$125.26M","2009","n/a","n/a","http://www.nasdaq.com/symbol/tpz",
"TSS","Total System Services, Inc.","55.98","$10.3B","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/tss",
"TOT","TotalFinaElf, S.A.","48.57","$117.3B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tot",
"TOWR","Tower International, Inc.","30.6","$645.9M","2010","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/towr",
"TSQ","Townsquare Media, Inc.","11.26","$201.08M","2014","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/tsq",
"TM","Toyota Motor Corp Ltd Ord","125.74","$214.89B","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/tm",
"TSLX","TPG Specialty Lending, Inc.","17.14","$928.37M","2014","n/a","n/a","http://www.nasdaq.com/symbol/tslx",
"TAC","TransAlta Corporation","3.8","$1.08B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/tac",
"TRP","TransCanada Corporation","32.02","$22.7B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/trp",
"TCI","Transcontinental Realty Investors, Inc.","8.58","$74.8M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/tci",
"TDG","Transdigm Group Incorporated","236.4","$12.69B","2006","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/tdg",
"TLP","Transmontaigne Partners L.P.","23.28","$375.38M","2005","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/tlp",
"RIG","Transocean Ltd.","13.83","$5.03B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rig",
"RIGP","Transocean Partners LLC","9.48","$653.79M","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rigp",
"TGS","Transportadora De Gas Sa Ord B","5.98","$950.22M","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/tgs",
"TRU","TransUnion","26.52","$4.83B","2015","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/tru",
"TA","TravelCenters of America LLC","9.86","$378.59M","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/ta",
"TANN","TravelCenters of America LLC","25.5202","n/a","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/tann",
"TANO","TravelCenters of America LLC","25.29","n/a","2014","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/tano",
"TANP","TravelCenters of America LLC","25.24","n/a","2015","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/tanp",
"TVPT","Travelport Worldwide Limited","13.44","$1.65B","2014","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/tvpt",
"TRR","TRC Companies, Inc.","10.58","$326.27M","n/a","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/trr",
"TREC","Trecora Resources","14.12","$345.36M","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/trec",
"TG","Tredegar Corporation","15.35","$501.63M","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/tg",
"THS","Treehouse Foods, Inc.","85.67","$3.69B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/ths",
"TRMR","Tremor Video, Inc.","2.1","$109.44M","2013","Technology","Advertising","http://www.nasdaq.com/symbol/trmr",
"TREX","Trex Company, Inc.","43.48","$1.34B","n/a","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/trex",
"TY","Tri Continental Corporation","20.37","$1.28B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ty",
"TY^","Tri Continental Corporation","50.1795","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ty^",
"TPH","TRI Pointe Group, Inc.","13.77","$2.23B","2013","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/tph",
"TCAP","Triangle Capital Corporation","22.49","$749.4M","2007","n/a","n/a","http://www.nasdaq.com/symbol/tcap",
"TCCA","Triangle Capital Corporation","25.2999","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tcca",
"TCCB","Triangle Capital Corporation","25.6599","n/a","2015","n/a","n/a","http://www.nasdaq.com/symbol/tccb",
"TRCO","Tribune Media Company","37.44","$3.53B","2014","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/trco",
"TPUB","Tribune Publishing Company","10.4","$272.82M","2014","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/tpub",
"TSL","Trina Solar Limited","9.78","$900.97M","2006","Technology","Semiconductors","http://www.nasdaq.com/symbol/tsl",
"TNET","TriNet Group, Inc.","19.81","$1.39B","2014","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/tnet",
"TRN","Trinity Industries, Inc.","26.84","$4.1B","n/a","Capital Goods","Railroads","http://www.nasdaq.com/symbol/trn",
"TSE","Trinseo S.A.","28.98","$1.41B","2014","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/tse",
"TPVG","TriplePoint Venture Growth BDC Corp.","12.25","$204.33M","2014","n/a","n/a","http://www.nasdaq.com/symbol/tpvg",
"TPVZ","TriplePoint Venture Growth BDC Corp.","25.3399","n/a","2015","n/a","n/a","http://www.nasdaq.com/symbol/tpvz",
"GTS","Triple-S Management Corporation","26.49","$671.47M","2007","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/gts",
"TGI","Triumph Group, Inc.","39.06","$1.93B","1996","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/tgi",
"TROX","Tronox Limited","5.86","$677.84M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/trox",
"TBI","TrueBlue, Inc.","29.33","$1.23B","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/tbi",
"TRUP","Trupanion, Inc.","8.51","$240.66M","2014","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/trup",
"TNP","Tsakos Energy Navigation Ltd","7.69","$651.44M","2002","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/tnp",
"TNP^B","Tsakos Energy Navigation Ltd","24.05","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tnp^b",
"TNP^C","Tsakos Energy Navigation Ltd","24.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tnp^c",
"TNP^D","Tsakos Energy Navigation Ltd","21.87","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tnp^d",
"TUMI","Tumi Holdings, Inc.","17.25","$1.17B","2012","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/tumi",
"TUP","Tupperware Brands Corporation","55.53","$2.8B","n/a","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/tup",
"TKC","Turkcell Iletisim Hizmetleri AS","9.56","$8.41B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/tkc",
"TKF","Turkish Investment Fund, Inc. (The)","8.2839","$42.89M","1989","n/a","n/a","http://www.nasdaq.com/symbol/tkf",
"TRQ","Turquoise Hill Resources Ltd.","2.57","$5.17B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/trq",
"TPC","Tutor Perini Corporation","19.28","$946.12M","n/a","Basic Industries","General Bldg Contractors - Nonresidential Bldgs","http://www.nasdaq.com/symbol/tpc",
"TWTR","Twitter, Inc.","25.4","$17.35B","2013","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/twtr",
"TWO","Two Harbors Investments Corp","8.31","$3.03B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/two",
"TYC","Tyco International plc","34.09","$14.41B","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/tyc",
"TYL","Tyler Technologies, Inc.","178.71","$6.07B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/tyl",
"TSN","Tyson Foods, Inc.","50.58","$18.49B","n/a","Consumer Non-Durables","Meat/Poultry/Fish","http://www.nasdaq.com/symbol/tsn",
"TSNU","Tyson Foods, Inc.","57.81","n/a","n/a","Consumer Non-Durables","Meat/Poultry/Fish","http://www.nasdaq.com/symbol/tsnu",
"USB","U.S. Bancorp","43.77","$76.56B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/usb",
"USB^A","U.S. Bancorp","803","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/usb^a",
"USB^H","U.S. Bancorp","21.7501","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/usb^h",
"USB^M","U.S. Bancorp","29.11","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/usb^m",
"USB^N","U.S. Bancorp","26.7","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/usb^n",
"USB^O","U.S. Bancorp","25.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/usb^o",
"USPH","U.S. Physical Therapy, Inc.","51.53","$640.06M","1992","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/usph",
"SLCA","U.S. Silica Holdings, Inc.","21.99","$1.17B","2012","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/slca",
"UBS","UBS AG","19.33","$72.54B","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/ubs",
"UBS^D","UBS AG","19.5001","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ubs^d",
"UCP","UCP, Inc.","7.8","$62.51M","2013","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/ucp",
"UGI","UGI Corporation","33.9","$5.85B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/ugi",
"UIL","UIL Holdings Corporation","49.38","$2.8B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/uil",
"UPL","Ultra Petroleum Corp.","3.59","$550.18M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/upl",
"UGP","Ultrapar Participacoes S.A.","16.67","$9.28B","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/ugp",
"UMH","UMH Properties, Inc.","9.69","$261.74M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/umh",
"UMH^A","UMH Properties, Inc.","25.74","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/umh^a",
"UMH^B","UMH Properties, Inc.","26.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/umh^b",
"UA","Under Armour, Inc.","86.92","$18.76B","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/ua",
"UFI","Unifi, Inc.","30.77","$547.91M","n/a","Consumer Non-Durables","Textiles","http://www.nasdaq.com/symbol/ufi",
"UNF","Unifirst Corporation","110.21","$2.22B","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/unf",
"UN","Unilever NV","44.14","$133.52B","n/a","Basic Industries","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/un",
"UL","Unilever PLC","43.05","$122.31B","n/a","Basic Industries","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/ul",
"UNP","Union Pacific Corporation","82.08","$70.11B","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/unp",
"UIS","Unisys Corporation","13.56","$677.1M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/uis",
"UNT","Unit Corporation","16.09","$811.17M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/unt",
"UAL","United Continental Holdings, Inc.","57.91","$21.59B","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/ual",
"UDR","United Dominion Realty Trust, Inc.","36.64","$9.6B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/udr",
"UMC","United Microelectronics Corporation","1.88","$4.74B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/umc",
"UPS","United Parcel Service, Inc.","103.3","$91.98B","1999","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/ups",
"URI","United Rentals, Inc.","76.21","$7.07B","1997","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/uri",
"USM","United States Cellular Corporation","40.99","$3.45B","1988","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/usm",
"UZA","United States Cellular Corporation","25.58","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/uza",
"UZB","United States Cellular Corporation","25.42","n/a","2014","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/uzb",
"UZC","United States Cellular Corporation","25.15","n/a","2015","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/uzc",
"X","United States Steel Corporation","7.74","$1.13B","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/x",
"UTX","United Technologies Corporation","95.25","$84.49B","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/utx",
"UNH","UnitedHealth Group Incorporated","117.64","$112.12B","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/unh",
"UTL","UNITIL Corporation","35.67","$498.79M","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/utl",
"UNVR","Univar Inc.","18.42","$2.54B","2015","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/unvr",
"UAM","Universal American Corp.","7.45","$625.99M","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/uam",
"UVV","Universal Corporation","55.81","$1.27B","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/uvv",
"UHT","Universal Health Realty Income Trust","52.27","$696.54M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/uht",
"UHS","Universal Health Services, Inc.","122.94","$12.11B","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/uhs",
"UVE","UNIVERSAL INSURANCE HOLDINGS INC","20.84","$741.91M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/uve",
"UTI","Universal Technical Institute Inc","4.06","$98M","2003","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/uti",
"UNM","Unum Group","36.76","$8.95B","n/a","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/unm",
"UE","Urban Edge Properties","23.65","$2.35B","2015","Finance","Real Estate","http://www.nasdaq.com/symbol/ue",
"UBA","Urstadt Biddle Properties Inc.","20.19","$724.21M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/uba",
"UBP","Urstadt Biddle Properties Inc.","17.63","$632.38M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ubp",
"UBP^F","Urstadt Biddle Properties Inc.","26.05","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ubp^f",
"UBP^G","Urstadt Biddle Properties Inc.","26","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ubp^g",
"USAC","USA Compression Partners, LP","14.18","$732.28M","2013","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/usac",
"USNA","USANA Health Sciences, Inc.","136.7","$1.75B","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/usna",
"USDP","USD Partners LP","9.41","$196.31M","2014","Transportation","Railroads","http://www.nasdaq.com/symbol/usdp",
"USG","USG Corporation","23.81","$3.47B","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/usg",
"BIF","USLIFE Income Fund, Inc.","7.8516","$200.18M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bif",
"VFC","V.F. Corporation","65.47","$27.91B","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/vfc",
"EGY","Vaalco Energy Inc","1.89","$110.38M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/egy",
"MTN","Vail Resorts, Inc.","123.56","$4.52B","1997","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/mtn",
"VALE","VALE S.A.","3.36","$17.32B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/vale",
"VALE.P","VALE S.A.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vale.p",
"VRX","Valeant Pharmaceuticals International, Inc.","96.23","$32.83B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vrx",
"VLO","Valero Energy Corporation","71.69","$34.52B","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/vlo",
"VLP","Valero Energy Partners LP","46.01","$2.81B","2013","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/vlp",
"VHI","Valhi, Inc.","1.76","$596.89M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/vhi",
"VR","Validus Holdings, Ltd.","47.46","$3.89B","2007","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/vr",
"VLY","Valley National Bancorp","10.84","$2.52B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/vly",
"VLY.WS","Valley National Bancorp","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vly.ws",
"VLY^A","Valley National Bancorp","27.1","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/vly^a",
"VMI","Valmont Industries, Inc.","115.54","$2.66B","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/vmi",
"VAL","Valspar Corporation (The)","84.22","$6.69B","n/a","Basic Industries","Paints/Coatings","http://www.nasdaq.com/symbol/val",
"VNTV","Vantiv, Inc.","52.59","$9.77B","2012","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/vntv",
"VAR","Varian Medical Systems, Inc.","81.25","$7.87B","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/var",
"VGR","Vector Group Ltd.","25.41","$3.12B","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/vgr",
